#Resampling
#GUI with: norm=TTR, samples=10000, pseudocounts=0.00, adaptive=False, histogram=False, includeZeros=False, output=/pacific/home/mdejesus/TRASH/Subbu/resampling_H37Rv_Rv3916c_day0_s10000_pc0.00.dat
#Control Data: /pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep2.wig
#Experimental Data: /pacific/home/mdejesus/TRASH/Subbu/Rv3916c_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/Rv3916c_day0_rep2.wig
#Annotation path: /pacific/home/mdejesus/TRASH/Subbu/H37Rv.prot_table
#Time: 1036.24630404
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0014c	pknB	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE B PKNB (PROTEIN KINASE B) (STPK B) 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0015c	pknA	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE A PKNA (PROTEIN KINASE A) (STPK A) 	16	0.0	0.2	0.0	0.3	0.34	0.23	1.00000	1.00000
Rv0016c	pbpA	PROBABLE PENICILLIN-BINDING PROTEIN PBPA 	37	2.6	8.3	47.4	149.4	101.99	1.66	0.49210	0.79800
Rv0017c	rodA	PROBABLE CELL DIVISION PROTEIN RODA 	27	9.4	6.4	226.7	152.5	-74.22	-0.57	0.50090	0.80653
Rv0018c	ppp	POSSIBLE SERINE/THREONINE PHOSPHATASE PPP 	25	1.7	10.5	29.8	188.7	158.86	2.66	0.00060	0.01417
Rv0019c	-	hypothetical protein Rv0019c 	13	6.4	0.2	89.0	3.4	-85.63	-4.72	0.00010	0.00338
Rv0020c	TB39.8	hypothetical protein Rv0020c 	52	10.1	17.4	121.8	208.2	86.48	0.77	0.32670	0.70426
Rv0021c	-	hypothetical protein Rv0021c 	22	38.9	23.2	1323.0	789.2	-533.87	-0.75	0.14320	0.47182
Rv0022c	whiB5	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB5 	8	19.6	29.0	235.1	348.4	113.32	0.57	0.59620	0.88663
Rv0023	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0024	-	PUTATIVE SECRETED PROTEIN P60-RELATED PROTEIN 	12	14.2	17.1	255.1	308.0	52.95	0.27	0.72980	0.99173
Rv0025	-	hypothetical protein Rv0025 	7	24.4	1.7	195.3	13.4	-181.87	-3.87	0.01040	0.10479
Rv0026	-	hypothetical protein Rv0026 	14	25.7	31.4	565.1	691.5	126.35	0.29	0.65320	0.93381
Rv0027	-	hypothetical protein Rv0027 	5	0.2	7.6	1.7	60.8	59.09	5.17	0.02040	0.16150
Rv0028	-	hypothetical protein Rv0028 	5	74.6	14.9	596.8	119.5	-477.28	-2.32	0.07450	0.33139
Rv0029	-	hypothetical protein Rv0029 	18	24.2	28.0	725.4	841.0	115.61	0.21	0.71000	0.97747
Rv0030	-	hypothetical protein Rv0030 	5	13.1	1.5	52.5	6.1	-46.38	-3.10	0.22650	0.62327
Rv0031	-	POSSIBLE REMNANT OF A TRANSPOSASE 	1	5.3	0.0	10.5	0.0	-10.53	-2.65	0.34110	0.70426
Rv0032	bioF2	POSSIBLE 8-AMINO-7-OXONONANOATE SYNTHASE BIOF2 (AONS) (8-AMINO-7-KETOPELARGONATE SYNTHASE) (7-KETO-8-AMINO-PELARGONIC ACID SYNTHETASE) (7-KAP SYNTHETASE) (L-ALANINE--PIMELYL CoA LIGASE) 	57	33.1	26.8	2317.9	1873.3	-444.53	-0.31	0.50170	0.80749
Rv0033	acpA	PROBABLE ACYL CARRIER PROTEIN ACPA (ACP) 	3	36.4	4.2	218.6	25.3	-193.33	-3.11	0.00240	0.03655
Rv0034	-	hypothetical protein Rv0034 	5	19.5	15.5	194.7	154.6	-40.14	-0.33	0.73300	0.99310
Rv0035	fadD34	PROBABLE FATTY-ACID-CoA LIGASE FADD34 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	25	28.3	52.8	962.7	1794.1	831.34	0.90	0.09330	0.37414
Rv0036c	-	hypothetical protein Rv0036c 	4	16.4	26.4	98.7	158.4	59.75	0.68	0.45140	0.78549
Rv0037c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	40.7	50.4	1383.3	1713.5	330.17	0.31	0.62780	0.91208
Rv0038	-	hypothetical protein Rv0038 	7	45.3	19.8	452.6	198.4	-254.17	-1.19	0.02210	0.16893
Rv0039c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	42.7	10.8	256.5	64.5	-191.95	-1.99	0.15630	0.49574
Rv0040c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) 	9	12.2	30.5	171.5	427.3	255.80	1.32	0.11870	0.42783
Rv0041	leuS	leucyl-tRNA synthetase 	72	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0042c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) 	5	51.0	0.9	306.0	5.5	-300.55	-5.80	0.12840	0.44783
Rv0043c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	10	14.5	4.0	202.9	55.9	-146.98	-1.86	0.11180	0.41419
Rv0044c	-	POSSIBLE OXIDOREDUCTASE 	20	34.4	22.4	894.1	582.7	-311.38	-0.62	0.27430	0.68575
Rv0045c	-	POSSIBLE HYDROLASE 	7	22.6	32.9	271.8	394.9	123.13	0.54	0.53740	0.83693
Rv0046c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0047c	-	hypothetical protein Rv0047c 	7	54.7	86.5	547.3	865.2	317.85	0.66	0.50400	0.80940
Rv0048c	-	POSSIBLE MEMBRANE PROTEIN 	16	57.2	65.5	1373.8	1572.5	198.75	0.19	0.72890	0.99124
Rv0049	-	hypothetical protein Rv0049 	8	66.1	3.6	925.8	50.9	-874.89	-4.19	0.00240	0.03655
Rv0050	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) 	37	6.4	1.3	258.0	52.3	-205.69	-2.30	0.00000	0.00000
Rv0051	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	32.4	38.3	1361.2	1608.5	247.28	0.24	0.61580	0.90499
Rv0052	-	hypothetical protein Rv0052 	7	57.1	54.8	685.6	658.2	-27.44	-0.06	0.92800	1.00000
Rv0053	rpsF	30S ribosomal protein S6 	6	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0054	ssb	single-strand DNA-binding protein 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0055	rpsR	30S ribosomal protein S18 	4	129.0	18.1	258.1	36.1	-221.91	-2.84	0.33860	0.70426
Rv0056	rplI	50S ribosomal protein L9 	7	13.0	3.3	77.9	20.0	-57.91	-1.96	0.43320	0.77965
Rv0057	-	hypothetical protein Rv0057 	15	17.3	5.5	276.9	87.9	-189.00	-1.66	0.19600	0.56629
Rv0058	dnaB	replicative DNA helicase 	39	1.0	0.0	2.0	0.0	-2.00	-1.00	1.00000	1.00000
Rv0059	-	hypothetical protein Rv0059 	20	45.5	79.7	1457.0	2549.7	1092.73	0.81	0.21170	0.59443
Rv0060	-	hypothetical protein Rv0060 	23	147.0	17.8	294.1	35.5	-258.56	-3.05	0.33440	0.70426
Rv0061	-	hypothetical protein Rv0061 	6	13.1	24.5	131.1	245.3	114.21	0.90	0.43650	0.78038
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	32.2	10.1	1030.0	324.1	-705.84	-1.67	0.00220	0.03483
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	25.8	126.7	877.4	4307.8	3430.45	2.30	0.47150	0.79336
Rv0064	-	hypothetical protein Rv0064 	68	15.7	26.7	1286.7	2192.1	905.33	0.77	0.09120	0.36905
Rv0065	-	hypothetical protein Rv0065 	8	4.8	39.1	67.1	547.2	480.08	3.03	0.01780	0.15111
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	1.2	0.4	30.4	9.7	-20.69	-1.65	0.03210	0.19765
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	2.5	9.5	29.9	114.2	84.30	1.93	0.38510	0.75100
Rv0068	-	short chain dehydrogenase 	12	56.0	22.0	784.2	307.7	-476.49	-1.35	0.15680	0.49630
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	16.5	31.2	263.8	498.7	234.91	0.92	0.23390	0.63155
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	32.3	61.9	711.4	1361.3	649.94	0.94	0.11280	0.41556
Rv0071	-	POSSIBLE MATURASE 	8	34.3	14.5	342.9	144.7	-198.20	-1.24	0.04580	0.24595
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	60.7	60.0	1456.7	1439.6	-17.07	-0.02	0.98030	1.00000
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	26.9	66.1	646.3	1585.5	939.22	1.29	0.23550	0.63388
Rv0074	-	hypothetical protein Rv0074 	19	11.1	23.7	356.5	758.3	401.81	1.09	0.22560	0.62247
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	29.5	48.6	1001.8	1654.1	652.23	0.72	0.31210	0.70426
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	60.5	45.8	363.1	274.8	-88.35	-0.40	0.58040	0.87720
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	14.3	33.7	314.2	741.4	427.16	1.24	0.23110	0.62937
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	0.7	0.9	4.1	5.5	1.44	0.44	0.63980	0.92292
Rv0078A	-	hypothetical protein Rv0078A 	10	11.0	25.9	153.8	362.6	208.80	1.24	0.26380	0.67128
Rv0079	-	hypothetical protein Rv0079 	14	20.1	46.2	442.6	1017.4	574.82	1.20	0.33400	0.70426
Rv0080	-	hypothetical protein Rv0080 	4	5.1	2.8	41.0	22.7	-18.39	-0.86	0.35190	0.71309
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	32.5	12.9	325.3	129.0	-196.30	-1.33	0.06270	0.30069
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	2.9	0.2	11.5	0.7	-10.85	-4.09	0.42470	0.77965
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	24.7	271.9	790.0	8701.9	7911.93	3.46	0.01970	0.15815
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	16.6	2.7	199.4	31.8	-167.60	-2.65	0.01150	0.11274
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	1.0	19.8	8.1	158.6	150.42	4.28	0.00400	0.05392
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	13.9	57.6	223.2	921.9	698.74	2.05	0.43500	0.77972
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	14.9	14.8	298.3	296.5	-1.80	-0.01	0.99260	1.00000
Rv0088	-	hypothetical protein Rv0088 	14	10.0	9.4	200.4	188.7	-11.66	-0.09	0.91190	1.00000
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	15.6	104.1	187.3	1249.6	1062.26	2.74	0.00110	0.02274
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	21.4	18.3	427.7	365.1	-62.65	-0.23	0.78060	1.00000
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	61.9	84.7	990.4	1354.7	364.26	0.45	0.53900	0.83778
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	15.2	18.0	456.5	538.7	82.28	0.24	0.73120	0.99221
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	14.9	57.8	149.3	578.1	428.77	1.95	0.08370	0.35007
Rv0094c	-	hypothetical protein Rv0094c 	14	16.1	16.1	417.5	419.6	2.09	0.01	0.98510	1.00000
Rv0095c	-	hypothetical protein Rv0095c 	9	4.9	1.3	29.5	7.9	-21.61	-1.90	0.16070	0.50156
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	41.2	67.9	1814.0	2987.5	1173.46	0.72	0.22210	0.61669
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	20.3	30.9	854.2	1297.2	443.06	0.60	0.22670	0.62339
Rv0098	-	hypothetical protein Rv0098 	11	28.3	11.7	339.7	139.9	-199.74	-1.28	0.11070	0.41164
Rv0099	fadD10	acyl-CoA synthetase 	32	10.3	7.6	185.9	137.4	-48.45	-0.44	0.45620	0.78850
Rv0100	-	hypothetical protein Rv0100 	3	8.3	98.5	49.7	591.1	541.40	3.57	0.32770	0.70426
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	14.8	26.2	2049.2	3611.0	1561.77	0.82	0.06780	0.31310
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	2.0	0.8	4.1	1.7	-2.38	-1.27	0.33630	0.70426
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	36.6	56.1	1755.4	2693.9	938.48	0.62	0.26120	0.66747
Rv0104	-	hypothetical protein Rv0104 	27	33.4	25.9	1469.5	1138.6	-330.98	-0.37	0.52060	0.82070
Rv0105c	rpmB	50S ribosomal protein L28 	5	29.7	32.1	178.1	192.4	14.30	0.11	0.81860	1.00000
Rv0106	-	hypothetical protein Rv0106 	12	14.4	19.1	258.5	343.9	85.38	0.41	0.50940	0.81300
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	27.0	20.8	2104.7	1626.3	-478.40	-0.37	0.33710	0.70426
Rv0108c	-	hypothetical protein Rv0108c 	2	9.4	7.7	37.7	30.9	-6.80	-0.29	0.83130	1.00000
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	21.0	17.6	587.8	494.0	-93.81	-0.25	0.63460	0.91708
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	36.6	80.6	879.6	1935.4	1055.79	1.14	0.09160	0.36955
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	26.7	25.4	1708.2	1626.4	-81.73	-0.07	0.85260	1.00000
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	11.2	19.8	337.3	593.4	256.11	0.81	0.30150	0.70426
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	9.9	6.1	138.5	84.9	-53.61	-0.71	0.42890	0.77965
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	45.3	32.3	725.2	516.4	-208.81	-0.49	0.59530	0.88663
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	25.6	73.3	666.4	1907.0	1240.58	1.52	0.05890	0.29014
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	34.9	22.1	976.3	619.5	-356.78	-0.66	0.23930	0.64038
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	11.6	19.4	209.0	349.2	140.20	0.74	0.36400	0.72764
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	15.2	27.1	454.5	812.3	357.78	0.84	0.44600	0.78415
Rv0119	fadD7	acyl-CoA synthetase 	13	3.6	2.4	28.4	19.0	-9.45	-0.58	0.67280	0.94791
Rv0120c	fusA2	elongation factor G 	27	16.9	1.8	405.0	42.4	-362.59	-3.26	0.00000	0.00000
Rv0121c	-	hypothetical protein Rv0121c 	10	8.8	6.2	87.8	62.4	-25.37	-0.49	0.58920	0.88434
Rv0122	-	hypothetical protein Rv0122 	9	14.2	12.0	142.1	120.4	-21.66	-0.24	0.76440	1.00000
Rv0123	-	hypothetical protein Rv0123 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	17.9	5.7	250.0	79.4	-170.56	-1.65	0.03680	0.21435
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	11.1	12.4	222.8	248.2	25.33	0.16	0.82080	1.00000
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	11.5	0.1	115.5	1.4	-114.10	-6.41	0.04280	0.23741
Rv0127	-	hypothetical protein Rv0127 	30	0.0	12.2	0.0	24.4	24.35	3.72	0.33600	0.70426
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	42.6	40.4	1364.2	1292.2	-72.03	-0.08	0.86540	1.00000
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	28	12.4	10.4	494.7	417.4	-77.29	-0.25	0.59930	0.88926
Rv0130	-	hypothetical protein Rv0130 	4	6.8	0.6	41.0	3.8	-37.22	-3.45	0.00090	0.01952
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	18.3	20.3	547.5	609.2	61.70	0.15	0.80050	1.00000
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	45.0	55.9	810.4	1005.5	195.08	0.31	0.59200	0.88567
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	10.3	27.1	123.2	325.8	202.52	1.40	0.03730	0.21663
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	44.6	6.1	802.2	109.1	-693.08	-2.88	0.00290	0.04147
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	8.2	6.3	147.1	113.1	-34.07	-0.38	0.55290	0.85012
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	30.6	28.5	1161.0	1082.7	-78.25	-0.10	0.85030	1.00000
Rv0137c	msrA	methionine sulfoxide reductase A 	11	26.6	20.6	425.5	329.7	-95.72	-0.37	0.64990	0.93110
Rv0138	-	hypothetical protein Rv0138 	6	61.3	176.9	736.1	2122.6	1386.48	1.53	0.06020	0.29377
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	35.8	47.0	787.5	1033.7	246.26	0.39	0.44640	0.78415
Rv0140	-	hypothetical protein Rv0140 	15	27.2	30.8	599.4	678.2	78.71	0.18	0.78610	1.00000
Rv0141c	-	hypothetical protein Rv0141c 	9	39.9	114.2	239.2	685.1	445.90	1.52	0.22590	0.62247
Rv0142	-	hypothetical protein Rv0142 	6	7.3	3.3	72.7	33.2	-39.53	-1.13	0.34210	0.70426
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	31.6	16.7	1137.5	600.8	-536.62	-0.92	0.07080	0.32248
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	32.3	199.5	776.3	4788.9	4012.58	2.63	0.00200	0.03325
Rv0145	-	hypothetical protein Rv0145 	15	31.5	74.2	629.6	1483.9	854.27	1.24	0.11220	0.41524
Rv0146	-	hypothetical protein Rv0146 	16	27.0	37.1	702.2	963.4	261.25	0.46	0.43840	0.78038
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	37.6	20.5	1578.1	859.3	-718.86	-0.88	0.06030	0.29377
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	19.4	90.1	619.7	2883.3	2263.61	2.22	0.00140	0.02686
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	34.6	30.2	1247.4	1087.0	-160.33	-0.20	0.66190	0.94061
Rv0150c	-	hypothetical protein Rv0150c 	4	0.0	5.8	0.0	23.4	23.37	2.77	0.02970	0.19052
Rv0151c	PE1	PE FAMILY PROTEIN 	44	36.8	71.7	2577.2	5019.7	2442.50	0.96	0.02720	0.18868
Rv0152c	PE2	PE FAMILY PROTEIN 	40	45.7	41.5	3197.7	2907.1	-290.64	-0.14	0.64640	0.92822
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	26.6	0.6	425.1	10.3	-414.81	-5.37	0.00230	0.03613
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	48.0	4.0	959.5	79.1	-880.42	-3.60	0.00000	0.00000
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	4.9	1.1	68.5	14.8	-53.71	-2.21	0.00060	0.01417
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	10.6	1.0	21.3	2.0	-19.26	-3.39	0.33870	0.70426
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	11.1	1.7	244.2	36.8	-207.38	-2.73	0.00000	0.00000
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	25.3	103.8	709.0	2905.1	2196.08	2.03	0.00860	0.09479
Rv0159c	PE3	PE FAMILY PROTEIN 	50	76.8	350.6	6143.0	28051.6	21908.65	2.19	0.46540	0.79255
Rv0160c	PE4	PE FAMILY PROTEIN 	42	37.6	62.9	2178.1	3650.8	1472.68	0.75	0.07300	0.32764
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	13.9	9.8	304.8	214.5	-90.26	-0.51	0.42410	0.77965
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	9.9	10.1	238.4	241.2	2.84	0.02	0.97480	1.00000
Rv0163	-	hypothetical protein Rv0163 	10	26.5	68.0	424.3	1088.2	663.97	1.36	0.12120	0.43175
Rv0164	TB18.5	hypothetical protein Rv0164 	8	34.6	105.7	138.3	422.7	284.40	1.61	0.42900	0.77965
Rv0165c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	8	22.1	23.2	309.9	325.2	15.24	0.07	0.91850	1.00000
Rv0166	fadD5	acyl-CoA synthetase 	27	32.5	50.0	1430.9	2199.7	768.77	0.62	0.40960	0.77787
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	20.3	32.5	162.3	260.3	97.99	0.68	0.45990	0.79048
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	25.7	80.9	564.4	1779.2	1214.86	1.66	0.02600	0.18625
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	24.3	27.7	1603.8	1831.0	227.17	0.19	0.60110	0.89126
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	22.1	26.9	573.3	698.8	125.47	0.29	0.58580	0.88268
