#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0018c	ppp	POSSIBLE SERINE/THREONINE PHOSPHATASE PPP 	25	28.3	18.5	396.0	258.7	-137.27	-0.61	0.34650	1.00000
Rv0019c	-	hypothetical protein Rv0019c 	13	23.3	23.8	303.0	309.7	6.71	0.03	0.93790	1.00000
Rv0020c	TB39.8	hypothetical protein Rv0020c 	52	36.4	34.4	328.0	309.7	-18.29	-0.08	0.89270	1.00000
Rv0021c	-	hypothetical protein Rv0021c 	22	54.2	56.6	1193.0	1245.7	52.70	0.06	0.90090	1.00000
Rv0022c	whiB5	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB5 	8	50.4	63.5	403.0	508.3	105.32	0.33	0.65570	1.00000
Rv0023	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	1.4	1.7	7.0	8.4	1.37	0.26	0.96930	1.00000
Rv0024	-	PUTATIVE SECRETED PROTEIN P60-RELATED PROTEIN 	12	34.7	40.1	416.0	481.7	65.69	0.21	0.76400	1.00000
Rv0025	-	hypothetical protein Rv0025 	7	24.9	38.4	174.0	268.6	94.62	0.63	0.42650	1.00000
Rv0026	-	hypothetical protein Rv0026 	14	47.8	49.4	573.0	592.8	19.79	0.05	0.93060	1.00000
Rv0027	-	hypothetical protein Rv0027 	5	30.0	31.4	150.0	156.8	6.76	0.06	0.86710	1.00000
Rv0028	-	hypothetical protein Rv0028 	5	53.8	59.5	269.0	297.5	28.54	0.15	0.85730	1.00000
Rv0029	-	hypothetical protein Rv0029 	18	53.5	58.1	910.0	988.5	78.49	0.12	0.79800	1.00000
Rv0030	-	hypothetical protein Rv0030 	5	14.8	22.8	74.0	114.1	40.14	0.63	0.41880	1.00000
Rv0031	-	POSSIBLE REMNANT OF A TRANSPOSASE 	1	0.0	3.0	0.0	3.0	3.04	2.02	1.00000	1.00000
Rv0032	bioF2	POSSIBLE 8-AMINO-7-OXONONANOATE SYNTHASE BIOF2 (AONS) (8-AMINO-7-KETOPELARGONATE SYNTHASE) (7-KETO-8-AMINO-PELARGONIC ACID SYNTHETASE) (7-KAP SYNTHETASE) (L-ALANINE--PIMELYL CoA LIGASE) 	57	44.6	49.0	2275.0	2496.7	221.72	0.13	0.74350	1.00000
Rv0033	acpA	PROBABLE ACYL CARRIER PROTEIN ACPA (ACP) 	3	49.7	86.5	149.0	259.5	110.49	0.80	0.40120	1.00000
Rv0034	-	hypothetical protein Rv0034 	5	43.0	63.0	215.0	315.0	100.04	0.55	0.62610	1.00000
Rv0035	fadD34	PROBABLE FATTY-ACID-CoA LIGASE FADD34 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	25	51.2	57.2	1279.0	1429.9	150.85	0.16	0.73080	1.00000
Rv0036c	-	hypothetical protein Rv0036c 	4	67.8	64.9	271.0	259.5	-11.51	-0.06	0.91690	1.00000
Rv0037c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	79.5	71.6	1590.0	1431.4	-158.63	-0.15	0.80540	1.00000
Rv0038	-	hypothetical protein Rv0038 	7	57.4	60.2	402.0	421.6	19.57	0.07	0.91500	1.00000
Rv0039c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	38.8	53.5	155.0	213.8	58.83	0.46	0.73130	1.00000
Rv0040c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) 	9	90.9	88.4	818.0	795.2	-22.79	-0.04	0.94700	1.00000
Rv0041	leuS	leucyl-tRNA synthetase 	72	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0042c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) 	5	39.6	23.3	198.0	116.4	-81.57	-0.77	0.13060	1.00000
Rv0043c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	10	36.4	25.6	364.0	256.4	-107.56	-0.51	0.40990	1.00000
Rv0044c	-	POSSIBLE OXIDOREDUCTASE 	20	36.5	39.0	730.0	780.0	49.99	0.10	0.86260	1.00000
Rv0045c	-	POSSIBLE HYDROLASE 	7	63.4	75.8	444.0	530.4	86.39	0.26	0.61720	1.00000
Rv0046c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0047c	-	hypothetical protein Rv0047c 	7	51.9	39.1	363.0	273.9	-89.05	-0.41	0.52830	1.00000
Rv0048c	-	POSSIBLE MEMBRANE PROTEIN 	16	111.5	112.6	1784.0	1801.2	17.20	0.01	0.98460	1.00000
Rv0049	-	hypothetical protein Rv0049 	8	65.8	70.5	526.0	563.9	37.87	0.10	0.88440	1.00000
Rv0050	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) 	37	15.7	15.0	581.0	553.2	-27.78	-0.07	0.86620	1.00000
Rv0051	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	30.3	47.0	909.0	1409.3	500.31	0.63	0.15060	1.00000
Rv0052	-	hypothetical protein Rv0052 	7	58.0	77.4	348.0	464.2	116.19	0.42	0.60010	1.00000
Rv0053	rpsF	30S ribosomal protein S6 	6	9.0	7.6	9.0	7.6	-1.39	-0.24	1.00000	1.00000
Rv0054	ssb	single-strand DNA-binding protein 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0055	rpsR	30S ribosomal protein S18 	4	40.0	28.9	40.0	28.9	-11.08	-0.47	1.00000	1.00000
Rv0056	rplI	50S ribosomal protein L9 	7	15.7	9.8	110.0	68.5	-41.51	-0.68	0.18060	1.00000
Rv0057	-	hypothetical protein Rv0057 	15	17.9	21.9	268.0	328.7	60.74	0.29	0.62100	1.00000
Rv0058	dnaB	replicative DNA helicase 	39	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0059	-	hypothetical protein Rv0059 	20	107.7	105.8	2154.0	2116.2	-37.76	-0.03	0.94370	1.00000
Rv0060	-	hypothetical protein Rv0060 	23	70.0	114.1	70.0	114.1	44.14	0.71	1.00000	1.00000
Rv0061	-	hypothetical protein Rv0061 	6	33.2	24.1	199.0	144.6	-54.42	-0.46	0.50730	1.00000
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	54.4	56.7	1034.0	1076.8	42.76	0.06	0.86830	1.00000
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	35.5	39.1	780.0	859.9	79.89	0.14	0.64730	1.00000
Rv0064	-	hypothetical protein Rv0064 	68	27.8	28.4	1781.0	1819.5	38.47	0.03	0.91050	1.00000
Rv0065	-	hypothetical protein Rv0065 	8	27.7	27.2	194.0	190.2	-3.76	-0.03	0.95740	1.00000
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	9.7	5.5	301.0	171.2	-129.78	-0.81	0.02780	1.00000
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	24.5	25.1	269.0	276.2	7.23	0.04	0.94920	1.00000
Rv0068	-	short chain dehydrogenase 	12	58.0	72.4	696.0	869.0	173.02	0.32	0.68440	1.00000
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	19.0	22.3	228.0	267.9	39.86	0.23	0.67930	1.00000
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	29.1	38.4	494.0	652.9	158.91	0.40	0.62750	1.00000
Rv0071	-	POSSIBLE MATURASE 	8	43.3	51.5	303.0	360.7	57.70	0.25	0.76040	1.00000
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	128.1	122.8	1922.0	1842.3	-79.71	-0.06	0.92440	1.00000
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	75.1	80.6	1127.0	1209.2	82.17	0.10	0.85610	1.00000
Rv0074	-	hypothetical protein Rv0074 	19	43.3	46.1	822.0	876.6	54.63	0.09	0.86800	1.00000
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	52.6	46.8	1210.0	1076.8	-133.24	-0.17	0.72720	1.00000
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	127.7	110.8	383.0	332.5	-50.46	-0.20	0.89760	1.00000
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	33.1	46.2	464.0	646.8	182.82	0.48	0.35620	1.00000
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	17.2	22.0	138.0	175.8	37.78	0.35	0.64730	1.00000
Rv0078A	-	hypothetical protein Rv0078A 	10	31.4	37.6	314.0	375.9	61.92	0.26	0.61110	1.00000
Rv0079	-	hypothetical protein Rv0079 	14	40.0	53.7	560.0	751.8	191.83	0.42	0.51080	1.00000
Rv0080	-	hypothetical protein Rv0080 	4	34.0	36.3	136.0	145.3	9.34	0.10	0.88610	1.00000
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	45.2	53.8	181.0	215.4	34.35	0.25	0.51470	1.00000
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	25.2	32.7	126.0	163.6	37.61	0.38	0.60590	1.00000
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	29.9	40.5	598.0	810.4	212.43	0.44	0.20770	1.00000
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	21.9	22.6	175.0	181.1	6.11	0.05	0.93350	1.00000
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	15.0	15.2	60.0	60.9	0.88	0.02	0.94060	1.00000
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	12.4	16.4	174.0	229.8	55.81	0.40	0.53590	1.00000
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	9.8	13.3	196.0	265.6	69.58	0.44	0.45480	1.00000
Rv0088	-	hypothetical protein Rv0088 	14	16.2	11.2	211.0	145.3	-65.66	-0.54	0.40710	1.00000
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	24.4	31.2	220.0	280.8	60.80	0.35	0.55810	1.00000
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	41.2	46.4	495.0	557.0	62.03	0.17	0.69190	1.00000
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	55.1	56.6	496.0	509.1	13.09	0.04	0.95720	1.00000
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	25.2	17.4	706.0	487.0	-218.98	-0.54	0.23990	1.00000
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	17.9	16.6	143.0	132.4	-10.59	-0.11	0.88120	1.00000
Rv0094c	-	hypothetical protein Rv0094c 	14	40.0	47.4	560.0	663.6	103.56	0.24	0.50860	1.00000
Rv0095c	-	hypothetical protein Rv0095c 	9	9.0	9.7	45.0	48.7	3.70	0.11	0.86530	1.00000
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	59.6	53.4	1907.0	1708.4	-198.64	-0.16	0.66570	1.00000
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	50.6	56.9	1316.0	1478.6	162.55	0.17	0.63550	1.00000
Rv0098	-	hypothetical protein Rv0098 	11	26.5	28.8	292.0	316.6	24.56	0.12	0.78830	1.00000
Rv0099	fadD10	acyl-CoA synthetase 	32	20.2	21.6	585.0	627.8	42.80	0.10	0.85180	1.00000
Rv0100	-	hypothetical protein Rv0100 	3	61.3	74.1	184.0	222.2	38.20	0.27	0.60070	1.00000
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	27.5	35.6	3109.0	4023.2	914.22	0.37	0.12560	1.00000
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	0.9	2.3	7.0	18.3	11.26	1.38	0.48020	1.00000
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	42.0	46.2	1259.0	1386.5	127.48	0.14	0.79920	1.00000
Rv0104	-	hypothetical protein Rv0104 	27	55.6	69.1	1502.0	1864.4	362.36	0.31	0.48400	1.00000
Rv0105c	rpmB	50S ribosomal protein L28 	5	39.8	47.2	159.0	188.7	29.72	0.25	0.76540	1.00000
Rv0106	-	hypothetical protein Rv0106 	12	34.3	34.4	412.0	413.2	1.20	0.00	0.99550	1.00000
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	27.5	28.8	1538.0	1612.5	74.48	0.07	0.85180	1.00000
Rv0108c	-	hypothetical protein Rv0108c 	2	97.5	71.9	195.0	143.8	-51.18	-0.44	0.67180	1.00000
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	14.5	17.0	333.0	391.1	58.14	0.23	0.64770	1.00000
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	74.8	106.9	973.0	1390.3	417.28	0.51	0.34910	1.00000
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	44.8	45.4	1838.0	1861.3	23.32	0.02	0.95780	1.00000
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	18.8	16.6	565.0	496.9	-68.09	-0.19	0.71710	1.00000
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	7.3	6.9	80.0	76.1	-3.90	-0.07	0.90800	1.00000
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	72.3	74.6	651.0	671.2	20.17	0.04	0.94130	1.00000
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	51.9	44.4	935.0	799.8	-135.23	-0.23	0.57330	1.00000
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	70.4	74.8	1197.0	1272.3	75.33	0.09	0.85700	1.00000
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	34.1	34.1	511.0	512.1	1.13	0.00	0.99650	1.00000
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	16.5	19.2	380.0	441.4	61.36	0.22	0.62280	1.00000
Rv0119	fadD7	acyl-CoA synthetase 	13	5.0	4.1	45.0	37.3	-7.71	-0.27	0.67920	1.00000
Rv0120c	fusA2	elongation factor G 	27	9.9	14.5	217.0	319.6	102.61	0.56	0.20720	1.00000
Rv0121c	-	hypothetical protein Rv0121c 	10	19.1	25.7	172.0	231.3	59.33	0.43	0.61170	1.00000
Rv0122	-	hypothetical protein Rv0122 	9	14.3	21.5	100.0	150.7	50.67	0.59	0.43020	1.00000
Rv0123	-	hypothetical protein Rv0123 	8	17.0	19.4	68.0	77.6	9.62	0.19	0.74260	1.00000
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	34.1	42.2	409.0	506.0	97.04	0.31	0.65180	1.00000
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	27.7	30.4	277.0	303.6	26.62	0.13	0.72580	1.00000
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	50.8	47.2	1575.0	1463.3	-111.67	-0.11	0.76970	1.00000
Rv0127	-	hypothetical protein Rv0127 	30	22.5	19.4	675.0	581.4	-93.62	-0.22	0.52090	1.00000
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	91.7	96.1	1743.0	1826.3	83.31	0.07	0.89900	1.00000
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	28	52.2	54.9	1410.0	1482.4	72.36	0.07	0.86520	1.00000
Rv0130	-	hypothetical protein Rv0130 	4	21.2	29.1	85.0	116.4	31.43	0.45	0.56360	1.00000
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	26.4	29.2	449.0	496.1	47.15	0.14	0.71300	1.00000
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	54.3	59.2	760.0	828.7	68.69	0.12	0.84300	1.00000
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	66.4	81.0	465.0	566.9	101.92	0.29	0.65800	1.00000
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	54.0	80.9	648.0	971.0	322.99	0.58	0.37330	1.00000
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	24.6	15.7	271.0	172.7	-98.26	-0.65	0.45560	1.00000
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	56.1	55.4	1291.0	1274.6	-16.38	-0.02	0.96880	1.00000
Rv0137c	msrA	methionine sulfoxide reductase A 	11	47.5	43.0	523.0	472.6	-50.44	-0.15	0.80920	1.00000
Rv0138	-	hypothetical protein Rv0138 	6	175.7	167.9	1054.0	1007.5	-46.48	-0.07	0.92950	1.00000
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	74.2	74.2	891.0	890.3	-0.67	-0.00	0.99770	1.00000
Rv0140	-	hypothetical protein Rv0140 	15	40.9	46.6	613.0	698.6	85.57	0.19	0.74660	1.00000
Rv0141c	-	hypothetical protein Rv0141c 	9	38.4	34.3	346.0	309.0	-37.05	-0.16	0.84430	1.00000
Rv0142	-	hypothetical protein Rv0142 	6	41.0	44.4	246.0	266.3	20.34	0.11	0.87590	1.00000
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	45.8	46.3	1190.0	1203.8	13.85	0.02	0.97530	1.00000
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	109.2	111.5	1529.0	1561.5	32.50	0.03	0.94370	1.00000
Rv0145	-	hypothetical protein Rv0145 	15	67.0	74.2	938.0	1039.5	101.48	0.15	0.71510	1.00000
Rv0146	-	hypothetical protein Rv0146 	16	79.1	76.8	1265.0	1228.2	-36.80	-0.04	0.94800	1.00000
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	91.5	83.6	2288.0	2090.4	-197.63	-0.13	0.72290	1.00000
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	84.9	71.7	1358.0	1147.5	-210.47	-0.24	0.43250	1.00000
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	54.6	51.2	1146.0	1075.2	-70.76	-0.09	0.83710	1.00000
Rv0150c	-	hypothetical protein Rv0150c 	4	8.3	9.9	25.0	29.7	4.68	0.25	0.69680	1.00000
Rv0151c	PE1	PE FAMILY PROTEIN 	44	96.7	88.6	4158.0	3810.9	-347.09	-0.13	0.71950	1.00000
Rv0152c	PE2	PE FAMILY PROTEIN 	40	108.3	105.3	4225.0	4107.7	-117.31	-0.04	0.87750	1.00000
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	63.5	48.3	698.0	531.2	-166.85	-0.39	0.46910	1.00000
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	77.5	66.1	853.0	727.5	-125.52	-0.23	0.75210	1.00000
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	42.7	29.1	427.0	290.7	-136.31	-0.55	0.33210	1.00000
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	166.0	133.9	166.0	133.9	-32.07	-0.31	1.00000	1.00000
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	79.9	53.2	1118.0	745.0	-373.02	-0.59	0.40740	1.00000
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	104.4	110.3	1670.0	1765.4	95.44	0.08	0.80510	1.00000
Rv0159c	PE3	PE FAMILY PROTEIN 	50	122.2	108.4	5864.0	5204.2	-659.77	-0.17	0.61810	1.00000
Rv0160c	PE4	PE FAMILY PROTEIN 	42	78.0	75.6	3041.0	2947.2	-93.79	-0.05	0.92260	1.00000
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	25.1	31.9	427.0	542.6	115.57	0.35	0.69890	1.00000
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	19.4	30.1	291.0	451.3	160.25	0.63	0.32520	1.00000
Rv0163	-	hypothetical protein Rv0163 	10	53.3	61.7	533.0	617.1	84.14	0.21	0.62610	1.00000
Rv0164	TB18.5	hypothetical protein Rv0164 	8	343.0	341.7	343.0	341.7	-1.33	-0.01	1.00000	1.00000
Rv0165c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	8	59.2	52.9	474.0	423.1	-50.90	-0.16	0.85270	1.00000
Rv0166	fadD5	acyl-CoA synthetase 	27	68.4	62.6	1709.0	1563.8	-145.22	-0.13	0.76670	1.00000
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	47.9	40.0	335.0	280.0	-54.97	-0.26	0.70460	1.00000
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	70.4	67.7	985.0	948.2	-36.84	-0.05	0.90540	1.00000
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	71.8	71.5	2730.0	2715.9	-14.12	-0.01	0.98430	1.00000
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	50.3	59.1	905.0	1063.8	158.83	0.23	0.57860	1.00000
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	25	57.0	53.5	1426.0	1337.8	-88.22	-0.09	0.76690	1.00000
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	33	70.8	61.7	2265.0	1973.9	-291.06	-0.20	0.61440	1.00000
Rv0173	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 	16	88.0	101.2	1232.0	1416.2	184.15	0.20	0.61580	1.00000
Rv0174	mce1F	MCE-FAMILY PROTEIN MCE1F 	31	80.5	82.3	2416.0	2468.6	52.57	0.03	0.93240	1.00000
Rv0175	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	9	51.7	52.2	465.0	469.5	4.51	0.01	0.98110	1.00000
Rv0176	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 	15	65.2	47.5	913.0	664.3	-248.68	-0.46	0.41410	1.00000
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	12	42.1	34.1	505.0	409.4	-95.60	-0.30	0.55590	1.00000
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	11	66.0	59.5	660.0	595.1	-64.93	-0.15	0.81970	1.00000
