#Resampling
#Console: python /usr/local/bin/transit resampling TnSeq_H37Rv_CB.wig TnSeq_Mtb_Rv3684ko.wig /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table resampling_H37Rv_Rv3684_day0_s10000_pc0.00.dat
#Control Data: TnSeq_H37Rv_CB.wig
#Experimental Data: TnSeq_Mtb_Rv3684ko.wig
#Annotation path: /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table
#Time: 651.158548117
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0015c	pknA	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE A PKNA (PROTEIN KINASE A) (STPK A) 	16	11.3	10.7	34.0	32.2	-1.76	-0.08	1.00000	1.00000
Rv0016c	pbpA	PROBABLE PENICILLIN-BINDING PROTEIN PBPA 	37	11.8	14.3	389.0	473.2	84.19	0.28	0.51860	1.00000
Rv0017c	rodA	PROBABLE CELL DIVISION PROTEIN RODA 	27	26.8	30.2	697.0	786.3	89.34	0.17	0.65960	1.00000
Rv0018c	ppp	POSSIBLE SERINE/THREONINE PHOSPHATASE PPP 	25	28.3	19.8	396.0	277.5	-118.54	-0.51	0.41690	1.00000
Rv0019c	-	hypothetical protein Rv0019c 	13	23.3	25.9	303.0	337.3	34.33	0.15	0.72820	1.00000
Rv0020c	TB39.8	hypothetical protein Rv0020c 	52	32.8	52.2	328.0	521.5	193.54	0.67	0.34770	1.00000
Rv0021c	-	hypothetical protein Rv0021c 	22	54.2	67.5	1193.0	1484.0	291.03	0.31	0.52140	1.00000
Rv0022c	whiB5	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB5 	8	50.4	60.2	403.0	481.2	78.25	0.26	0.71320	1.00000
Rv0023	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	1.0	1.3	7.0	9.2	2.21	0.40	0.75090	1.00000
Rv0024	-	PUTATIVE SECRETED PROTEIN P60-RELATED PROTEIN 	12	37.8	40.5	416.0	445.6	29.56	0.10	0.89380	1.00000
Rv0025	-	hypothetical protein Rv0025 	7	24.9	41.3	174.0	289.0	114.98	0.73	0.16070	1.00000
Rv0026	-	hypothetical protein Rv0026 	14	47.8	55.5	573.0	665.5	92.45	0.22	0.72170	1.00000
Rv0027	-	hypothetical protein Rv0027 	5	30.0	24.2	150.0	120.9	-29.11	-0.31	0.61530	1.00000
Rv0028	-	hypothetical protein Rv0028 	5	53.8	56.0	269.0	279.8	10.77	0.06	0.93600	1.00000
Rv0029	-	hypothetical protein Rv0029 	18	53.5	66.6	910.0	1132.9	222.89	0.32	0.65120	1.00000
Rv0030	-	hypothetical protein Rv0030 	5	14.8	18.9	74.0	94.4	20.41	0.35	0.79830	1.00000
Rv0031	-	POSSIBLE REMNANT OF A TRANSPOSASE 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0032	bioF2	POSSIBLE 8-AMINO-7-OXONONANOATE SYNTHASE BIOF2 (AONS) (8-AMINO-7-KETOPELARGONATE SYNTHASE) (7-KETO-8-AMINO-PELARGONIC ACID SYNTHETASE) (7-KAP SYNTHETASE) (L-ALANINE--PIMELYL CoA LIGASE) 	57	43.8	45.9	2275.0	2387.8	112.81	0.07	0.86860	1.00000
Rv0033	acpA	PROBABLE ACYL CARRIER PROTEIN ACPA (ACP) 	3	49.7	75.2	149.0	225.7	76.66	0.60	0.59940	1.00000
Rv0034	-	hypothetical protein Rv0034 	5	43.0	50.7	215.0	253.3	38.29	0.24	0.68130	1.00000
Rv0035	fadD34	PROBABLE FATTY-ACID-CoA LIGASE FADD34 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	25	51.2	55.0	1279.0	1374.7	95.66	0.10	0.82330	1.00000
Rv0036c	-	hypothetical protein Rv0036c 	4	67.8	72.2	271.0	289.0	17.98	0.09	0.90910	1.00000
Rv0037c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	79.5	96.1	1590.0	1922.7	332.68	0.27	0.65810	1.00000
Rv0038	-	hypothetical protein Rv0038 	7	57.4	54.9	402.0	384.5	-17.46	-0.06	0.92760	1.00000
Rv0039c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	38.8	55.0	155.0	219.9	64.90	0.50	0.60270	1.00000
Rv0040c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) 	9	90.9	89.5	818.0	805.9	-12.09	-0.02	0.96930	1.00000
Rv0041	leuS	leucyl-tRNA synthetase 	72	0.0	1.2	0.0	1.2	1.15	1.11	1.00000	1.00000
Rv0042c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) 	5	39.6	37.3	198.0	186.5	-11.49	-0.09	0.87430	1.00000
Rv0043c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	10	36.4	27.5	364.0	275.2	-88.84	-0.40	0.53160	1.00000
Rv0044c	-	POSSIBLE OXIDOREDUCTASE 	20	36.5	39.4	730.0	788.6	58.64	0.11	0.85720	1.00000
Rv0045c	-	POSSIBLE HYDROLASE 	7	63.4	64.8	444.0	453.6	9.61	0.03	0.94810	1.00000
Rv0046c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0047c	-	hypothetical protein Rv0047c 	7	51.9	86.3	363.0	604.4	241.44	0.74	0.50380	1.00000
Rv0048c	-	POSSIBLE MEMBRANE PROTEIN 	16	111.5	137.1	1784.0	2194.4	410.39	0.30	0.67560	1.00000
Rv0049	-	hypothetical protein Rv0049 	8	65.8	93.5	526.0	748.3	222.35	0.51	0.51040	1.00000
Rv0050	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) 	37	16.6	20.2	581.0	708.1	127.05	0.29	0.48330	1.00000
Rv0051	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	30.3	41.2	909.0	1235.4	326.35	0.44	0.32780	1.00000
Rv0052	-	hypothetical protein Rv0052 	7	58.0	54.5	348.0	327.0	-21.03	-0.09	0.86010	1.00000
Rv0053	rpsF	30S ribosomal protein S6 	6	9.0	17.3	9.0	17.3	8.27	0.94	1.00000	1.00000
Rv0054	ssb	single-strand DNA-binding protein 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0055	rpsR	30S ribosomal protein S18 	4	40.0	73.7	40.0	73.7	33.68	0.88	1.00000	1.00000
Rv0056	rplI	50S ribosomal protein L9 	7	15.7	14.5	110.0	101.3	-8.69	-0.12	0.82320	1.00000
Rv0057	-	hypothetical protein Rv0057 	15	19.1	19.1	268.0	267.1	-0.90	-0.00	0.99290	1.00000
Rv0058	dnaB	replicative DNA helicase 	39	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0059	-	hypothetical protein Rv0059 	20	113.4	106.2	2154.0	2018.2	-135.76	-0.09	0.80420	1.00000
Rv0060	-	hypothetical protein Rv0060 	23	70.0	67.9	70.0	67.9	-2.07	-0.04	1.00000	1.00000
Rv0061	-	hypothetical protein Rv0061 	6	33.2	24.4	199.0	146.2	-52.78	-0.44	0.47650	1.00000
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	51.7	51.7	1034.0	1033.9	-0.13	-0.00	0.99980	1.00000
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	33.9	40.2	780.0	925.7	145.65	0.25	0.41120	1.00000
Rv0064	-	hypothetical protein Rv0064 	68	28.7	28.5	1781.0	1765.0	-16.05	-0.01	0.95930	1.00000
Rv0065	-	hypothetical protein Rv0065 	8	32.3	26.3	194.0	157.7	-36.27	-0.30	0.63220	1.00000
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	9.7	5.4	301.0	166.9	-134.06	-0.85	0.01220	1.00000
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	24.5	23.3	269.0	256.7	-12.26	-0.07	0.90810	1.00000
Rv0068	-	short chain dehydrogenase 	12	58.0	52.9	696.0	634.4	-61.63	-0.13	0.88480	1.00000
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	19.0	18.6	228.0	223.4	-4.65	-0.03	0.95650	1.00000
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	27.4	31.2	494.0	561.8	67.84	0.19	0.79800	1.00000
Rv0071	-	POSSIBLE MATURASE 	8	43.3	42.6	303.0	298.2	-4.81	-0.02	0.97850	1.00000
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	128.1	115.7	1922.0	1736.2	-185.83	-0.15	0.81060	1.00000
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	75.1	64.3	1127.0	964.8	-162.21	-0.22	0.69570	1.00000
Rv0074	-	hypothetical protein Rv0074 	19	43.3	42.4	822.0	805.9	-16.09	-0.03	0.96000	1.00000
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	52.6	51.1	1210.0	1175.5	-34.52	-0.04	0.92750	1.00000
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	127.7	133.2	383.0	399.5	16.50	0.06	0.79940	1.00000
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	33.1	43.9	464.0	614.8	150.80	0.41	0.46740	1.00000
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	17.2	19.4	138.0	155.4	17.43	0.17	0.78580	1.00000
Rv0078A	-	hypothetical protein Rv0078A 	10	31.4	34.0	314.0	339.6	25.64	0.11	0.79850	1.00000
Rv0079	-	hypothetical protein Rv0079 	14	40.0	43.6	560.0	610.2	50.19	0.12	0.84010	1.00000
Rv0080	-	hypothetical protein Rv0080 	4	34.0	32.2	136.0	128.9	-7.05	-0.08	0.82250	1.00000
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	45.2	53.8	181.0	215.3	34.29	0.25	0.67810	1.00000
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	25.2	28.8	126.0	143.9	17.91	0.19	0.81410	1.00000
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	29.9	36.7	598.0	733.4	135.38	0.29	0.37450	1.00000
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	21.9	20.7	175.0	165.8	-9.21	-0.08	0.90770	1.00000
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	15.0	18.4	60.0	73.7	13.68	0.30	0.88150	1.00000
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	13.4	16.5	174.0	214.1	40.14	0.30	0.69000	1.00000
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	8.9	9.6	196.0	210.7	14.69	0.10	0.83000	1.00000
Rv0088	-	hypothetical protein Rv0088 	14	16.2	12.8	211.0	166.9	-44.06	-0.34	0.61050	1.00000
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	22.0	27.9	220.0	278.6	58.62	0.34	0.56360	1.00000
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	41.2	42.1	495.0	505.4	10.42	0.03	0.95530	1.00000
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	55.1	56.4	496.0	507.7	11.73	0.03	0.96400	1.00000
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	26.1	19.2	706.0	518.1	-187.91	-0.45	0.33630	1.00000
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	17.9	13.5	143.0	108.2	-34.78	-0.40	0.64210	1.00000
Rv0094c	-	hypothetical protein Rv0094c 	14	40.0	40.1	560.0	561.8	1.84	0.00	0.99140	1.00000
Rv0095c	-	hypothetical protein Rv0095c 	9	9.0	9.4	45.0	47.2	2.20	0.07	0.97670	1.00000
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	59.6	56.8	1907.0	1819.1	-87.94	-0.07	0.86510	1.00000
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	50.6	51.7	1316.0	1344.7	28.73	0.03	0.93230	1.00000
Rv0098	-	hypothetical protein Rv0098 	11	26.5	22.3	292.0	245.2	-46.77	-0.25	0.64090	1.00000
Rv0099	fadD10	acyl-CoA synthetase 	32	20.2	23.1	585.0	671.2	86.21	0.20	0.71400	1.00000
Rv0100	-	hypothetical protein Rv0100 	3	61.3	83.7	184.0	251.0	66.98	0.45	0.59990	1.00000
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	28.3	30.9	3109.0	3402.1	293.11	0.13	0.59260	1.00000
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	1.8	2.3	7.0	9.2	2.21	0.40	0.77080	1.00000
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	43.4	48.2	1259.0	1398.8	139.84	0.15	0.79900	1.00000
Rv0104	-	hypothetical protein Rv0104 	27	55.6	68.1	1502.0	1838.6	336.64	0.29	0.51570	1.00000
Rv0105c	rpmB	50S ribosomal protein L28 	5	39.8	48.9	159.0	195.7	36.72	0.30	0.73170	1.00000
Rv0106	-	hypothetical protein Rv0106 	12	37.5	30.0	412.0	330.4	-81.58	-0.32	0.52960	1.00000
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	28.0	27.9	1538.0	1532.4	-5.61	-0.01	0.98830	1.00000
Rv0108c	-	hypothetical protein Rv0108c 	2	97.5	75.4	195.0	150.8	-44.18	-0.37	0.66110	1.00000
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	16.6	20.4	333.0	408.7	75.71	0.30	0.60500	1.00000
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	74.8	103.8	973.0	1349.3	376.33	0.47	0.42680	1.00000
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	43.8	45.5	1838.0	1910.0	72.02	0.06	0.88040	1.00000
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	19.5	16.7	565.0	483.5	-81.45	-0.22	0.67600	1.00000
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	6.7	7.2	80.0	86.3	6.35	0.11	0.85740	1.00000
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	72.3	87.5	651.0	787.5	136.49	0.27	0.67930	1.00000
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	51.9	41.2	935.0	741.4	-193.56	-0.33	0.44420	1.00000
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	70.4	71.8	1197.0	1220.4	23.38	0.03	0.95590	1.00000
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	34.1	37.5	511.0	561.8	50.84	0.14	0.82490	1.00000
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	16.5	21.0	380.0	483.5	103.55	0.35	0.47110	1.00000
Rv0119	fadD7	acyl-CoA synthetase 	13	5.0	5.4	45.0	48.4	3.35	0.10	0.87770	1.00000
Rv0120c	fusA2	elongation factor G 	27	10.3	11.2	217.0	236.0	19.02	0.12	0.76720	1.00000
Rv0121c	-	hypothetical protein Rv0121c 	10	19.1	20.9	172.0	187.7	15.66	0.13	0.90700	1.00000
Rv0122	-	hypothetical protein Rv0122 	9	14.3	28.1	100.0	196.9	96.87	0.98	0.16130	1.00000
Rv0123	-	hypothetical protein Rv0123 	8	17.0	19.6	68.0	78.3	10.29	0.20	0.83360	1.00000
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	34.1	50.5	409.0	605.6	196.59	0.57	0.46070	1.00000
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	27.7	31.4	277.0	314.3	37.31	0.18	0.65090	1.00000
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	50.8	115.1	1575.0	3566.7	1991.75	1.18	0.00420	1.00000
Rv0127	-	hypothetical protein Rv0127 	30	22.5	55.6	675.0	1668.2	993.24	1.31	0.00140	0.50782
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	91.7	92.3	1743.0	1753.4	10.44	0.01	0.98760	1.00000
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	28	52.2	59.7	1410.0	1613.0	202.98	0.19	0.64810	1.00000
Rv0130	-	hypothetical protein Rv0130 	4	21.2	29.6	85.0	118.6	33.58	0.48	0.67000	1.00000
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	26.4	28.8	449.0	489.3	40.31	0.12	0.76770	1.00000
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	54.3	68.7	760.0	962.5	202.49	0.34	0.65580	1.00000
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	66.4	68.9	465.0	482.4	17.40	0.05	0.92260	1.00000
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	54.0	77.8	648.0	933.7	285.71	0.53	0.47390	1.00000
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	24.6	15.1	271.0	165.8	-105.21	-0.71	0.41610	1.00000
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	58.7	56.6	1291.0	1244.6	-46.44	-0.05	0.91800	1.00000
Rv0137c	msrA	methionine sulfoxide reductase A 	11	47.5	42.8	523.0	470.9	-52.12	-0.15	0.79990	1.00000
Rv0138	-	hypothetical protein Rv0138 	6	175.7	182.3	1054.0	1093.7	39.74	0.05	0.93320	1.00000
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	74.2	79.0	891.0	947.5	56.52	0.09	0.86030	1.00000
Rv0140	-	hypothetical protein Rv0140 	15	40.9	46.7	613.0	700.0	86.99	0.19	0.80590	1.00000
Rv0141c	-	hypothetical protein Rv0141c 	9	43.2	44.2	346.0	353.5	7.45	0.03	0.96370	1.00000
Rv0142	-	hypothetical protein Rv0142 	6	41.0	37.4	246.0	224.5	-21.50	-0.13	0.84190	1.00000
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	45.8	50.4	1190.0	1311.3	121.34	0.14	0.80990	1.00000
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	109.2	113.9	1529.0	1594.6	65.56	0.06	0.88840	1.00000
Rv0145	-	hypothetical protein Rv0145 	15	67.0	67.9	938.0	951.0	12.98	0.02	0.96170	1.00000
Rv0146	-	hypothetical protein Rv0146 	16	79.1	82.3	1265.0	1317.1	52.09	0.06	0.93820	1.00000
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	91.5	84.6	2288.0	2114.9	-173.05	-0.11	0.75090	1.00000
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	84.9	82.0	1358.0	1311.3	-46.66	-0.05	0.87640	1.00000
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	54.6	51.4	1146.0	1078.8	-67.23	-0.09	0.83750	1.00000
Rv0150c	-	hypothetical protein Rv0150c 	4	12.5	13.8	25.0	27.6	2.63	0.14	1.00000	1.00000
Rv0151c	PE1	PE FAMILY PROTEIN 	44	96.7	94.3	4158.0	4053.7	-104.25	-0.04	0.91760	1.00000
Rv0152c	PE2	PE FAMILY PROTEIN 	40	108.3	115.7	4225.0	4512.0	286.97	0.09	0.71690	1.00000
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	63.5	42.5	698.0	467.4	-230.57	-0.58	0.27980	1.00000
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	85.3	86.0	853.0	860.0	7.03	0.01	0.98360	1.00000
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	42.7	46.9	427.0	468.6	41.58	0.13	0.82780	1.00000
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	166.0	211.8	166.0	211.8	45.84	0.35	1.00000	1.00000
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	79.9	86.8	1118.0	1214.6	96.63	0.12	0.83020	1.00000
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	104.4	136.4	1670.0	2181.7	511.73	0.39	0.28460	1.00000
Rv0159c	PE3	PE FAMILY PROTEIN 	50	119.7	119.6	5864.0	5859.0	-5.00	-0.00	0.99700	1.00000
Rv0160c	PE4	PE FAMILY PROTEIN 	42	78.0	80.4	3041.0	3137.3	96.31	0.04	0.91660	1.00000
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	25.1	30.3	427.0	514.6	87.63	0.27	0.64270	1.00000
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	20.8	29.2	291.0	408.7	117.71	0.49	0.39830	1.00000
Rv0163	-	hypothetical protein Rv0163 	10	53.3	64.8	533.0	648.2	115.19	0.28	0.62330	1.00000
Rv0164	TB18.5	hypothetical protein Rv0164 	8	343.0	303.9	343.0	303.9	-39.06	-0.17	1.00000	1.00000
Rv0165c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	8	59.2	61.5	474.0	491.6	17.61	0.05	0.93880	1.00000
Rv0166	fadD5	acyl-CoA synthetase 	27	68.4	63.7	1709.0	1593.4	-115.59	-0.10	0.80820	1.00000
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	47.9	32.7	335.0	229.1	-105.89	-0.55	0.44810	1.00000
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	70.4	83.9	985.0	1174.3	189.33	0.25	0.59050	1.00000
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	71.8	81.0	2730.0	3079.7	349.74	0.17	0.70360	1.00000
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	50.3	75.3	905.0	1356.2	451.24	0.58	0.20830	1.00000
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	25	57.0	62.1	1426.0	1552.0	125.96	0.12	0.72030	1.00000
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	33	70.8	83.6	2265.0	2674.5	409.48	0.24	0.57550	1.00000
