#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3811_TTR.dat', mode 'w' at 0x2f1fc00> expList=['delta_Rv3811_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3811_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	1.1321
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	19	3760.0	2102.3	-1657.7	-0.84	0.04420	1.00000
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	20	2122.0	1558.9	-563.1	-0.44	0.49590	1.00000
Rv0064	-	hypothetical protein Rv0064 	68	50	4460.0	3179.0	-1281.0	-0.49	0.17070	1.00000
Rv0065	-	hypothetical protein Rv0065 	8	7	424.0	374.7	-49.3	-0.18	0.87790	1.00000
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	7	3.0	5.7	2.7	0.92	0.22480	1.00000
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	12	601.0	644.2	43.2	0.10	0.88510	1.00000
Rv0068	-	short chain dehydrogenase 	12	11	1658.0	1450.2	-207.8	-0.19	0.81530	1.00000
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	11	523.0	620.4	97.4	0.25	0.73760	1.00000
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	13	2203.0	1174.0	-1029.0	-0.91	0.68050	1.00000
Rv0071	-	POSSIBLE MATURASE 	8	6	760.0	690.6	-69.4	-0.14	0.83120	1.00000
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	14	4241.0	3715.6	-525.4	-0.19	0.79970	1.00000
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	14	2362.0	1909.9	-452.1	-0.31	0.64160	1.00000
Rv0074	-	hypothetical protein Rv0074 	19	19	2353.0	1403.8	-949.2	-0.75	0.42360	1.00000
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	22	2912.0	2085.4	-826.6	-0.48	0.38830	1.00000
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	3	1128.0	557.0	-571.0	-1.02	1.00000	1.00000
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	14	1420.0	786.8	-633.2	-0.85	0.23990	1.00000
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	7	487.0	310.2	-176.8	-0.65	0.56610	1.00000
Rv0078A	-	hypothetical protein Rv0078A 	10	10	560.0	461.9	-98.1	-0.28	0.74680	1.00000
Rv0079	-	hypothetical protein Rv0079 	14	14	997.0	1249.9	252.9	0.33	0.61640	1.00000
Rv0080	-	hypothetical protein Rv0080 	4	3	466.0	367.9	-98.1	-0.34	0.80390	1.00000
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	5	753.0	728.0	-25.0	-0.05	0.95640	1.00000
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	5	479.0	384.9	-94.1	-0.32	0.73810	1.00000
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	19	2255.0	1335.9	-919.1	-0.76	0.09590	1.00000
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	6	453.0	699.6	246.6	0.63	0.61780	1.00000
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	4	156.0	117.7	-38.3	-0.41	0.93630	1.00000
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	11	626.0	474.4	-151.6	-0.40	0.62070	1.00000
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	12	312.0	312.5	0.5	0.00	0.99830	1.00000
Rv0088	-	hypothetical protein Rv0088 	14	8	470.0	362.3	-107.7	-0.38	0.62110	1.00000
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	9	467.0	703.0	236.0	0.59	0.53750	1.00000
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	11	888.0	1194.4	306.4	0.43	0.48100	1.00000
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	9	1255.0	893.2	-361.8	-0.49	0.50880	1.00000
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	24	1240.0	2272.2	1032.2	0.87	0.04940	1.00000
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	7	449.0	389.4	-59.6	-0.21	0.83740	1.00000
Rv0094c	-	hypothetical protein Rv0094c 	14	14	1472.0	1459.3	-12.7	-0.01	0.97680	1.00000
Rv0095c	-	hypothetical protein Rv0095c 	9	3	48.0	79.2	31.2	0.72	0.80470	1.00000
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	30	3251.0	3518.6	267.6	0.11	0.79900	1.00000
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	26	2770.0	3034.1	264.1	0.13	0.74990	1.00000
Rv0098	-	hypothetical protein Rv0098 	11	9	284.0	624.9	340.9	1.14	0.13390	1.00000
Rv0099	fadD10	acyl-CoA synthetase 	32	24	1102.0	1230.6	128.6	0.16	0.76670	1.00000
Rv0100	-	hypothetical protein Rv0100 	3	3	657.0	494.7	-162.3	-0.41	0.69430	1.00000
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	97	6782.0	7275.0	493.0	0.10	0.70290	1.00000
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	7	4.0	5.7	1.7	0.50	0.41530	1.00000
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	25	3650.0	3351.1	-298.9	-0.12	0.84170	1.00000
Rv0104	-	hypothetical protein Rv0104 	27	25	2541.0	3647.7	1106.7	0.52	0.29290	1.00000
Rv0105c	rpmB	50S ribosomal protein L28 	5	3	141.0	386.1	245.1	1.45	0.29960	1.00000
Rv0106	-	hypothetical protein Rv0106 	12	10	968.0	457.4	-510.6	-1.08	0.11090	1.00000
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	51	3149.0	3503.9	354.9	0.15	0.65150	1.00000
Rv0108c	-	hypothetical protein Rv0108c 	2	2	339.0	538.9	199.9	0.67	1.00000	1.00000
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	17	553.0	932.9	379.9	0.75	0.15030	1.00000
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	13	3054.0	2693.3	-360.7	-0.18	0.76570	1.00000
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	35	4295.0	3430.3	-864.7	-0.32	0.61100	1.00000
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	23	1248.0	1109.5	-138.5	-0.17	0.76730	1.00000
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	7	35.0	83.8	48.8	1.26	0.44770	1.00000
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	9	1092.0	1059.7	-32.3	-0.04	0.95620	1.00000
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	16	2418.0	1774.0	-644.0	-0.45	0.41340	1.00000
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	17	2542.0	2701.2	159.2	0.09	0.87550	1.00000
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	13	1175.0	717.8	-457.2	-0.71	0.18770	1.00000
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	19	779.0	1100.4	321.4	0.50	0.44110	1.00000
Rv0119	fadD7	acyl-CoA synthetase 	13	5	4.0	82.6	78.6	4.37	0.03020	0.88537
Rv0120c	fusA2	elongation factor G 	27	17	560.0	811.7	251.7	0.54	0.32320	1.00000
Rv0121c	-	hypothetical protein Rv0121c 	10	4	466.0	267.2	-198.8	-0.80	0.39480	1.00000
Rv0122	-	hypothetical protein Rv0122 	9	5	371.0	237.7	-133.3	-0.64	0.59980	1.00000
Rv0123	-	hypothetical protein Rv0123 	8	5	5.0	190.2	185.2	5.25	0.04670	1.00000
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	10	1080.0	1163.8	83.8	0.11	0.88860	1.00000
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	9	486.0	874.0	388.0	0.85	0.14680	1.00000
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	27	67.0	91.7	24.7	0.45	0.35040	1.00000
Rv0127	-	hypothetical protein Rv0127 	30	13	165.0	12.5	-152.5	-3.73	0.61800	1.00000
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	17	3096.0	4143.5	1047.5	0.42	0.35900	1.00000
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	27	23	2775.0	3426.9	651.9	0.30	0.50850	1.00000
Rv0130	-	hypothetical protein Rv0130 	4	3	456.0	125.7	-330.3	-1.86	1.00000	1.00000
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	16	1382.0	1090.2	-291.8	-0.34	0.61060	1.00000
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	14	1572.0	2175.9	603.9	0.47	0.54940	1.00000
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	7	1255.0	1252.1	-2.9	-0.00	0.99830	1.00000
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	12	2059.0	1933.7	-125.3	-0.09	0.88330	1.00000
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	9	706.0	471.0	-235.0	-0.58	0.49670	1.00000
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	21	4219.0	3394.1	-824.9	-0.31	0.49890	1.00000
Rv0137c	msrA	methionine sulfoxide reductase A 	11	8	1715.0	543.4	-1171.6	-1.66	0.04390	1.00000
Rv0138	-	hypothetical protein Rv0138 	6	6	2955.0	2108.0	-847.0	-0.49	0.55640	1.00000
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	11	1816.0	2145.4	329.4	0.24	0.58230	1.00000
Rv0140	-	hypothetical protein Rv0140 	15	13	1313.0	1826.1	513.1	0.48	0.37270	1.00000
Rv0141c	-	hypothetical protein Rv0141c 	9	7	812.0	533.2	-278.8	-0.61	0.50760	1.00000
Rv0142	-	hypothetical protein Rv0142 	6	5	417.0	494.7	77.7	0.25	0.76920	1.00000
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	24	3034.0	3217.5	183.5	0.08	0.89300	1.00000
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	12	3894.0	3689.6	-204.4	-0.08	0.86320	1.00000
Rv0145	-	hypothetical protein Rv0145 	15	13	3190.0	2102.3	-1087.7	-0.60	0.16410	1.00000
Rv0146	-	hypothetical protein Rv0146 	16	15	3171.0	3582.0	411.0	0.18	0.82170	1.00000
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	25	5624.0	6124.8	500.8	0.12	0.77160	1.00000
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	16	2992.0	3518.6	526.6	0.23	0.53430	1.00000
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	18	2214.0	2053.7	-160.3	-0.11	0.81570	1.00000
Rv0150c	-	hypothetical protein Rv0150c 	4	2	4.0	112.1	108.1	4.81	1.00000	1.00000
Rv0151c	PE1	PE FAMILY PROTEIN 	44	40	9544.0	9258.5	-285.5	-0.04	0.90490	1.00000
Rv0152c	PE2	PE FAMILY PROTEIN 	40	38	8745.0	8596.2	-148.8	-0.02	0.93400	1.00000
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	11	904.0	1888.4	984.4	1.06	0.05330	1.00000
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	11	1837.0	2697.8	860.8	0.55	0.43870	1.00000
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	10	467.0	189.1	-277.9	-1.30	0.05880	1.00000
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	1	131.0	55.5	-75.5	-1.24	1.00000	1.00000
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	14	886.0	379.3	-506.7	-1.22	0.09740	1.00000
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	16	6630.0	3006.9	-3623.1	-1.14	0.00520	0.26600
Rv0159c	PE3	PE FAMILY PROTEIN 	50	49	12803.0	13079.3	276.3	0.03	0.93050	1.00000
Rv0160c	PE4	PE FAMILY PROTEIN 	42	32	6222.0	5573.4	-648.6	-0.16	0.73170	1.00000
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	13	1319.0	1634.8	315.8	0.31	0.75160	1.00000
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	13	971.0	886.4	-84.6	-0.13	0.86400	1.00000
Rv0163	-	hypothetical protein Rv0163 	10	9	746.0	1345.0	599.0	0.85	0.11940	1.00000
Rv0164	TB18.5	hypothetical protein Rv0164 	8	1	789.0	1195.5	406.5	0.60	1.00000	1.00000
Rv0165c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	8	7	1266.0	930.6	-335.4	-0.44	0.64420	1.00000
Rv0166	fadD5	acyl-CoA synthetase 	27	24	4140.0	2637.8	-1502.2	-0.65	0.14000	1.00000
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	5	717.0	655.5	-61.5	-0.13	0.86150	1.00000
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	14	2142.0	1418.5	-723.5	-0.59	0.19830	1.00000
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	36	5071.0	4854.5	-216.5	-0.06	0.88830	1.00000
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	17	1642.0	2335.6	693.6	0.51	0.24980	1.00000
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	25	25	3346.0	2833.7	-512.3	-0.24	0.54980	1.00000
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	33	31	4884.0	4334.9	-549.1	-0.17	0.68420	1.00000
Rv0173	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 	16	16	3161.0	2577.8	-583.2	-0.29	0.56190	1.00000
Rv0174	mce1F	MCE-FAMILY PROTEIN MCE1F 	31	29	3946.0	5952.7	2006.7	0.59	0.07800	1.00000
Rv0175	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	9	9	760.0	1097.0	337.0	0.53	0.51360	1.00000
Rv0176	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 	15	13	974.0	1457.0	483.0	0.58	0.27540	1.00000
Rv0177	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 	12	10	832.0	765.3	-66.7	-0.12	0.86170	1.00000
Rv0178	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	11	10	1161.0	1354.0	193.0	0.22	0.76100	1.00000
Rv0179c	lprO	POSSIBLE LIPOPROTEIN LPRO 	22	21	2096.0	2617.5	521.5	0.32	0.52850	1.00000
Rv0180c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	2	28.0	0.0	-28.0	-4.81	0.33260	1.00000
Rv0181c	-	hypothetical protein Rv0181c 	15	13	1111.0	1943.8	832.8	0.81	0.15190	1.00000
Rv0182c	sigG	RNA polymerase factor sigma-70 	21	20	3655.0	3108.8	-546.2	-0.23	0.74560	1.00000
Rv0183	-	POSSIBLE LYSOPHOSPHOLIPASE 	15	14	3636.0	3604.7	-31.3	-0.01	0.97550	1.00000
Rv0184	-	hypothetical protein Rv0184 	11	8	1117.0	1297.4	180.4	0.22	0.79640	1.00000
Rv0185	-	hypothetical protein Rv0185 	10	6	680.0	262.7	-417.3	-1.37	0.17900	1.00000
