#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0037c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	20	181.8	246.2	2908.0	3938.7	1030.72	0.44	0.58310	1.00000
Rv0038	-	hypothetical protein Rv0038 	7	360.6	312.6	1803.0	1563.2	-239.84	-0.21	0.82690	1.00000
Rv0039c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	4	558.5	475.1	1117.0	950.2	-166.78	-0.23	0.66040	1.00000
Rv0040c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) 	9	45.1	364.5	361.0	2916.0	2554.96	3.01	0.00900	0.18606
Rv0041	leuS	leucyl-tRNA synthetase 	72	0.0	3.6	0.0	18.1	18.13	2.21	0.00750	0.17132
Rv0042c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) 	5	63.0	103.0	315.0	515.0	200.01	0.71	0.49460	1.00000
Rv0043c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	10	100.2	273.8	1002.0	2738.2	1736.24	1.45	0.33320	0.96755
Rv0044c	-	POSSIBLE OXIDOREDUCTASE 	20	238.4	159.6	4292.0	2872.4	-1419.57	-0.58	0.48550	1.00000
Rv0045c	-	POSSIBLE HYDROLASE 	7	288.3	102.6	2018.0	718.1	-1299.89	-1.49	0.03140	0.38788
Rv0046c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) 	16	0.0	3.6	0.0	3.6	3.63	2.21	1.00000	1.00000
Rv0047c	-	hypothetical protein Rv0047c 	7	214.5	230.3	858.0	921.2	63.21	0.10	0.89600	1.00000
Rv0048c	-	POSSIBLE MEMBRANE PROTEIN 	16	387.3	342.4	5809.0	5135.6	-673.44	-0.18	0.77830	1.00000
Rv0049	-	hypothetical protein Rv0049 	8	130.3	30.8	782.0	185.0	-597.03	-2.08	0.07180	0.62551
Rv0050	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) 	37	60.6	0.0	788.0	0.0	-788.00	-5.95	0.00000	0.00000
Rv0051	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	138.4	253.2	3598.0	6582.7	2984.66	0.87	0.11490	0.71472
Rv0052	-	hypothetical protein Rv0052 	7	259.3	319.2	1556.0	1915.0	358.96	0.30	0.69590	1.00000
Rv0053	rpsF	30S ribosomal protein S6 	6	0.0	3.6	0.0	3.6	3.63	2.21	1.00000	1.00000
Rv0054	ssb	single-strand DNA-binding protein 	5	0.0	3.6	0.0	3.6	3.63	2.21	1.00000	1.00000
Rv0055	rpsR	30S ribosomal protein S18 	4	54.0	123.3	54.0	123.3	69.31	1.19	1.00000	1.00000
Rv0056	rplI	50S ribosomal protein L9 	7	44.5	15.1	267.0	90.7	-176.33	-1.56	0.23630	0.95140
Rv0057	-	hypothetical protein Rv0057 	15	97.8	80.2	978.0	801.5	-176.47	-0.29	0.73280	1.00000
Rv0058	dnaB	replicative DNA helicase 	39	0.0	3.6	0.0	3.6	3.63	2.21	1.00000	1.00000
Rv0059	-	hypothetical protein Rv0059 	20	247.7	279.1	4707.0	5302.4	595.40	0.17	0.77000	1.00000
Rv0060	-	hypothetical protein Rv0060 	23	252.0	246.6	252.0	246.6	-5.38	-0.03	1.00000	1.00000
Rv0061	-	hypothetical protein Rv0061 	6	240.3	15.7	721.0	47.1	-673.85	-3.93	0.19880	0.88441
Rv0062	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) 	21	206.9	202.9	3931.0	3855.3	-75.70	-0.03	0.96150	1.00000
Rv0063	-	POSSIBLE OXIDOREDUCTASE 	23	266.3	224.5	5593.0	4714.9	-878.15	-0.25	0.59300	1.00000
Rv0064	-	hypothetical protein Rv0064 	68	106.7	93.8	5017.0	4406.6	-610.43	-0.19	0.65040	1.00000
Rv0065	-	hypothetical protein Rv0065 	8	91.9	146.6	643.0	1026.4	383.39	0.67	0.53840	1.00000
Rv0066c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE 	38	1.7	3.1	12.0	21.8	9.76	0.86	0.62870	1.00000
Rv0067c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	47.1	139.4	424.0	1254.9	830.88	1.57	0.09900	0.69296
Rv0068	-	short chain dehydrogenase 	12	147.4	361.2	1474.0	3612.3	2138.30	1.29	0.29910	0.96755
Rv0069c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) 	12	324.6	182.7	2597.0	1461.6	-1135.40	-0.83	0.83100	1.00000
Rv0070c	glyA2	PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) 	18	189.1	165.5	2080.0	1820.7	-259.34	-0.19	0.79020	1.00000
Rv0071	-	POSSIBLE MATURASE 	8	531.7	207.9	3190.0	1247.6	-1942.38	-1.35	0.24850	0.96490
Rv0072	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	16	278.6	444.5	3901.0	6223.6	2322.61	0.67	0.40790	1.00000
Rv0073	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	15	321.8	229.9	4827.0	3449.1	-1377.90	-0.48	0.51410	1.00000
Rv0074	-	hypothetical protein Rv0074 	19	102.9	356.4	1544.0	5345.9	3801.92	1.79	0.00850	0.17850
Rv0075	-	PROBABLE AMINOTRANSFERASE 	24	240.7	186.9	4573.0	3550.6	-1022.35	-0.37	0.49930	1.00000
Rv0076c	-	PROBABLE MEMBRANE PROTEIN 	3	157.3	318.0	472.0	953.9	481.85	1.01	0.19530	0.87852
Rv0077c	-	PROBABLE OXIDOREDUCTASE 	14	175.6	199.2	2283.0	2589.5	306.54	0.18	0.77590	1.00000
Rv0078	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	20.2	38.1	121.0	228.5	107.49	0.92	0.47170	1.00000
Rv0078A	-	hypothetical protein Rv0078A 	10	167.3	70.5	1506.0	634.7	-871.31	-1.25	0.25250	0.96755
Rv0079	-	hypothetical protein Rv0079 	14	416.5	223.2	4582.0	2455.4	-2126.65	-0.90	0.27640	0.96755
Rv0080	-	hypothetical protein Rv0080 	4	410.2	192.2	1641.0	768.9	-872.12	-1.09	0.70890	1.00000
Rv0081	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	417.5	171.4	1670.0	685.5	-984.53	-1.28	0.09760	0.69296
Rv0082	-	PROBABLE OXIDOREDUCTASE 	7	257.8	131.5	1031.0	525.9	-505.11	-0.97	0.17110	0.83956
Rv0083	-	PROBABLE OXIDOREDUCTASE 	23	257.2	148.1	4372.0	2517.0	-1854.99	-0.80	0.09220	0.69296
Rv0084	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) 	9	180.1	32.2	1441.0	257.5	-1183.50	-2.48	0.04730	0.50704
Rv0085	hycP	POSSIBLE HYDROGENASE HYCP 	4	68.2	97.9	273.0	391.7	118.70	0.52	0.65620	1.00000
Rv0086	hycQ	POSSIBLE HYDROGENASE HYCQ 	15	45.4	49.3	454.0	493.2	39.25	0.12	0.96710	1.00000
Rv0087	hycE	POSSIBLE FORMATE HYDROGENASE HYCE (FHL) 	25	82.8	83.8	828.0	837.8	9.79	0.02	0.98820	1.00000
Rv0088	-	hypothetical protein Rv0088 	14	57.7	22.3	404.0	156.0	-248.05	-1.37	0.35940	0.98287
Rv0089	-	POSSIBLE METHYLTRANSFERASE/METHYLASE 	10	118.7	62.1	1068.0	558.5	-509.47	-0.94	0.34550	0.96876
Rv0090	-	POSSIBLE MEMBRANE PROTEIN 	12	151.8	98.6	1518.0	986.5	-531.51	-0.62	0.33750	0.96755
Rv0091	mtn	PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) 	11	451.8	263.4	3614.0	2107.2	-1506.82	-0.78	0.47960	1.00000
Rv0092	ctpA	PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA 	30	203.4	27.2	4474.0	598.4	-3875.58	-2.90	0.00000	0.00000
Rv0093c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	103.0	63.1	515.0	315.5	-199.47	-0.71	0.49240	1.00000
Rv0094c	-	hypothetical protein Rv0094c 	14	108.1	162.9	1513.0	2281.3	768.26	0.59	0.19850	0.88441
Rv0095c	-	hypothetical protein Rv0095c 	9	184.7	36.3	554.0	108.8	-445.20	-2.35	0.20590	0.89395
Rv0096	PPE1	PPE FAMILY PROTEIN 	34	233.8	20.5	5846.0	511.4	-5334.62	-3.51	0.00000	0.00000
Rv0097	-	POSSIBLE OXIDOREDUCTASE 	26	186.3	13.2	3540.0	250.2	-3289.75	-3.82	0.00020	0.00973
Rv0098	-	hypothetical protein Rv0098 	11	51.6	17.2	413.0	137.8	-275.18	-1.58	0.06330	0.58465
Rv0099	fadD10	acyl-CoA synthetase 	32	86.0	14.5	1204.0	203.1	-1000.90	-2.57	0.00120	0.04200
Rv0100	-	hypothetical protein Rv0100 	3	198.5	39.9	397.0	79.8	-317.21	-2.31	0.33690	0.96755
Rv0101	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) 	122	180.0	35.8	14221.0	2828.9	-11392.09	-2.33	0.00000	0.00000
Rv0102	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	42	0.0	3.6	0.0	3.6	3.63	2.21	1.00000	1.00000
Rv0103c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB 	30	246.3	209.9	6158.0	5248.0	-910.01	-0.23	0.67740	1.00000
Rv0104	-	hypothetical protein Rv0104 	27	249.0	310.8	5727.0	7148.4	1421.44	0.32	0.41610	1.00000
Rv0105c	rpmB	50S ribosomal protein L28 	5	193.0	64.1	579.0	192.2	-386.78	-1.59	0.49770	1.00000
Rv0106	-	hypothetical protein Rv0106 	12	129.2	232.1	1292.0	2321.2	1029.16	0.85	0.21880	0.91254
Rv0107c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI 	65	217.0	161.1	8245.0	6122.1	-2122.94	-0.43	0.39280	1.00000
Rv0108c	-	hypothetical protein Rv0108c 	2	246.5	41.7	493.0	83.4	-409.58	-2.56	0.33690	0.96755
Rv0109	PE_PGRS1	PE-PGRS FAMILY PROTEIN 	27	39.4	86.4	630.0	1381.8	751.81	1.13	0.13780	0.77940
Rv0110	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	584.2	444.3	7011.0	5331.4	-1679.59	-0.40	0.50300	1.00000
Rv0111	-	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE 	42	162.3	179.4	5194.0	5741.2	547.24	0.14	0.75970	1.00000
Rv0112	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) 	31	28.1	168.6	393.0	2361.1	1968.05	2.59	0.00290	0.08149
Rv0113	gmhA	PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) 	12	91.3	74.6	822.0	671.0	-151.04	-0.29	0.87110	1.00000
Rv0114	gmhB	POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) 	9	149.1	204.1	1044.0	1429.0	384.96	0.45	0.68230	1.00000
Rv0115	hddA	POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA 	18	201.0	124.0	3417.0	2107.2	-1309.82	-0.70	0.21430	0.90705
Rv0116c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	17	153.2	247.1	2452.0	3953.2	1501.22	0.69	0.24130	0.95713
Rv0117	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS 	17	85.2	126.3	937.0	1389.1	452.07	0.57	0.67530	1.00000
Rv0118c	oxcA	putative oxalyl-CoA decarboxylase 	26	133.5	48.8	2003.0	732.6	-1270.38	-1.45	0.11130	0.70602
Rv0119	fadD7	acyl-CoA synthetase 	13	0.5	9.1	1.0	18.1	17.13	4.18	1.00000	1.00000
Rv0120c	fusA2	elongation factor G 	27	77.9	72.5	1168.0	1088.0	-79.96	-0.10	0.91830	1.00000
Rv0121c	-	hypothetical protein Rv0121c 	10	162.3	201.9	974.0	1211.4	237.35	0.31	0.68800	1.00000
Rv0122	-	hypothetical protein Rv0122 	9	84.5	37.5	507.0	224.9	-282.14	-1.17	0.72680	1.00000
Rv0123	-	hypothetical protein Rv0123 	8	0.0	94.3	0.0	282.9	282.89	6.57	0.06870	0.60377
Rv0124	PE_PGRS2	PE-PGRS FAMILY PROTEIN 	13	139.6	376.0	1256.0	3383.8	2127.81	1.43	0.14780	0.78840
Rv0125	pepA	PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) 	10	102.0	117.9	1020.0	1178.7	158.71	0.21	0.73620	1.00000
Rv0126	treS	TREHALOSE SYNTHASE TRES 	31	6.9	31.9	193.0	892.2	699.20	2.21	0.00110	0.03884
Rv0127	-	hypothetical protein Rv0127 	30	23.2	10.9	139.0	65.3	-73.72	-1.09	1.00000	1.00000
Rv0128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	253.7	286.9	4820.0	5451.1	631.10	0.18	0.77400	1.00000
Rv0129c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) 	28	41.6	214.0	832.0	4279.6	3447.64	2.36	0.00000	0.00000
Rv0130	-	hypothetical protein Rv0130 	4	57.0	12.7	228.0	50.8	-177.22	-2.17	0.16980	0.83938
Rv0131c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 	18	128.9	166.4	2191.0	2828.9	637.91	0.37	0.63220	1.00000
Rv0132c	fgd2	PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 	15	318.5	260.1	3503.0	2861.6	-641.45	-0.29	0.66730	1.00000
Rv0133	-	PROBABLE ACETYLTRANSFERASE 	7	463.1	485.5	3242.0	3398.3	156.32	0.07	0.94360	1.00000
Rv0134	ephF	POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	12	325.6	386.9	3907.0	4642.3	735.32	0.25	0.67670	1.00000
Rv0135c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	316.8	302.8	1901.0	1817.0	-83.97	-0.07	0.95190	1.00000
Rv0136	cyp138	PROBABLE CYTOCHROME P450 138 CYP138 	23	212.4	274.9	4460.0	5773.9	1313.88	0.37	0.46050	1.00000
Rv0137c	msrA	methionine sulfoxide reductase A 	11	163.6	96.1	1309.0	768.9	-540.12	-0.77	0.37010	0.99374
Rv0138	-	hypothetical protein Rv0138 	6	690.5	533.7	4143.0	3202.5	-940.53	-0.37	0.71610	1.00000
Rv0139	-	POSSIBLE OXIDOREDUCTASE 	12	629.2	255.9	6921.0	2814.4	-4106.60	-1.30	0.05140	0.52994
Rv0140	-	hypothetical protein Rv0140 	15	337.3	216.6	3710.0	2382.8	-1327.19	-0.64	0.37110	0.99402
Rv0141c	-	hypothetical protein Rv0141c 	9	178.7	130.6	1072.0	783.4	-288.61	-0.45	0.56080	1.00000
Rv0142	-	hypothetical protein Rv0142 	6	209.4	306.1	1047.0	1530.5	483.51	0.55	0.21120	0.90612
Rv0143c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	27	253.2	208.1	5317.0	4370.3	-946.69	-0.28	0.67170	1.00000
Rv0144	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	14	275.3	428.0	3854.0	5991.5	2137.49	0.64	0.36200	0.98648
Rv0145	-	hypothetical protein Rv0145 	15	231.5	391.4	3010.0	5088.4	2078.42	0.76	0.21290	0.90678
Rv0146	-	hypothetical protein Rv0146 	16	379.5	331.2	4933.0	4305.0	-627.98	-0.20	0.77910	1.00000
Rv0147	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 	26	521.7	251.6	12520.0	6038.6	-6481.36	-1.05	0.09090	0.69296
Rv0148	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	16	224.9	201.7	3599.0	3227.9	-371.14	-0.16	0.77610	1.00000
Rv0149	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 	21	149.3	186.8	2687.0	3362.1	675.05	0.32	0.62270	1.00000
Rv0150c	-	hypothetical protein Rv0150c 	4	24.0	0.0	72.0	0.0	-72.00	-4.64	0.09940	0.69296
Rv0151c	PE1	PE FAMILY PROTEIN 	44	242.7	281.5	9949.0	11540.5	1591.51	0.21	0.63490	1.00000
Rv0152c	PE2	PE FAMILY PROTEIN 	40	233.1	292.1	8624.0	10807.9	2183.90	0.33	0.37450	0.99551
Rv0153c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 	11	53.9	16.6	377.0	116.1	-260.94	-1.70	0.38410	1.00000
Rv0154c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 	12	65.7	157.8	657.0	1577.7	920.66	1.26	0.17600	0.84398
Rv0155	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 	10	113.7	2.4	682.0	14.5	-667.49	-5.55	0.00990	0.19652
Rv0156	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 	1	186.0	3.6	186.0	3.6	-182.37	-5.68	1.00000	1.00000
Rv0157	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 	14	77.6	4.9	854.0	54.4	-799.60	-3.97	0.00050	0.02015
Rv0158	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	16	198.9	436.9	2983.0	6553.6	3570.65	1.14	0.04690	0.50440
Rv0159c	PE3	PE FAMILY PROTEIN 	50	396.8	392.0	17063.0	16857.4	-205.58	-0.02	0.96800	1.00000
Rv0160c	PE4	PE FAMILY PROTEIN 	42	369.1	266.2	13658.0	9850.4	-3807.58	-0.47	0.45950	1.00000
Rv0161	-	POSSIBLE OXIDOREDUCTASE 	19	34.9	102.1	454.0	1327.4	873.41	1.55	0.22700	0.92991
Rv0162c	adhE1	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 	16	102.5	102.9	1333.0	1338.3	5.29	0.01	0.99290	1.00000
Rv0163	-	hypothetical protein Rv0163 	10	121.7	169.0	1217.0	1690.1	473.09	0.47	0.47950	1.00000
Rv0164	TB18.5	hypothetical protein Rv0164 	8	222.0	484.2	444.0	968.4	524.36	1.12	0.65670	1.00000
Rv0165c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	8	193.0	276.2	1158.0	1657.5	499.45	0.52	0.32090	0.96755
Rv0166	fadD5	acyl-CoA synthetase 	27	412.9	240.2	9084.0	5284.3	-3799.74	-0.78	0.11680	0.72226
Rv0167	yrbE1A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 	7	60.5	291.4	363.0	1748.1	1385.12	2.27	0.12000	0.73099
Rv0168	yrbE1B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 	14	439.5	307.2	5714.0	3993.1	-1720.88	-0.52	0.29810	0.96755
Rv0169	mce1A	MCE-FAMILY PROTEIN MCE1A 	39	341.4	245.0	12291.0	8820.4	-3470.60	-0.48	0.19820	0.88441
Rv0170	mce1B	MCE-FAMILY PROTEIN MCE1B 	18	102.8	269.7	1644.0	4315.9	2671.90	1.39	0.01010	0.19950
Rv0171	mce1C	MCE-FAMILY PROTEIN MCE1C 	25	161.3	188.6	3871.0	4526.3	655.26	0.23	0.66700	1.00000
Rv0172	mce1D	MCE-FAMILY PROTEIN MCE1D 	33	179.1	269.5	5374.0	8084.2	2710.16	0.59	0.28710	0.96755
Rv0173	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 	16	332.4	323.6	4654.0	4529.9	-124.11	-0.04	0.95480	1.00000
Rv0174	mce1F	MCE-FAMILY PROTEIN MCE1F 	31	414.8	288.6	11615.0	8080.5	-3534.47	-0.52	0.20200	0.88569
Rv0175	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	9	640.4	453.9	4483.0	3177.1	-1305.91	-0.50	0.59480	1.00000
Rv0176	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 	15	366.8	163.8	4769.0	2128.9	-2640.06	-1.16	0.58990	1.00000
